"rcp","scenario","scenario_short","sovereign_iso3","sovereign","country","b1","b2","c1","c2","p1","p2","msy_tot1","msy_tot2","bbmsy_avg1","bbmsy_avg2","bbmsy_prop1","bbmsy_prop2","b_pdiff","c_pdiff","p_pdiff","bbmsy_prop_diff","msy_pdiff"
"RCP 6.0","Full Adaptation","Full","CHL","Chile","Chile",11868864.4304837,17030468.0122185,3425171.42488127,3055382.27005957,3905694240.04337,3193226792.30384,3528497.15918976,3275080.30494524,1.04118004604859,1.29108678002111,0.645864661654135,0.977443609022556,41.1285661281836,-10.4687597427337,-12.7160036081475,0.496240601503759,-7.18200533574209
"RCP 8.5","Full Adaptation","Full","CHL","Chile","Chile",11782255.5302471,18480468.1339164,3424821.42784373,2723143.5945868,3906350001.04685,2784559759.12874,3530848.60576128,3106283.67744939,1.03536263829348,1.47254775343622,0.637593984962406,0.973684210526316,53.5122103780971,-19.731754990806,-23.771166328584,0.499248120300752,-12.0244444244686
"RCP 6.0","Full Adaptation","Full","CHL","Chile","Easter Island",165940.120533198,165076.014967978,25322.002819189,22096.3653037696,23309181.1570132,22451871.3059454,22590.9119566944,22640.6578199387,1.10229370457664,1.18169922729903,0.74452571693951,0.948275862068966,-19.3560964311141,26.1218276417017,24.625459162186,0.40141994659236,0.220202988439324
"RCP 8.5","Full Adaptation","Full","CHL","Chile","Easter Island",165818.486518098,179446.178701051,25318.8444409961,22023.4396005208,23305905.4493504,22555782.8836885,22591.3785965313,22655.0226950665,1.10149626291279,1.35047101129904,0.743265993265993,0.958333333333333,-11.3809772103389,19.2795858691474,20.3253812200405,0.417575757575757,0.281718524893286
"RCP 6.0","Full Adaptation","Full","CHN","China","China",17875947.3116088,16870977.5154326,1181138.58208606,782615.695452859,1421098111.47144,894732470.119371,1104177.95779637,864281.757450729,1.07146467177461,1.25775383407407,0.6763602535027,0.984490091394444,-6.66154043966665,-38.799170189306,-38.3313678941943,0.513822125354417,-21.7262261623489
"RCP 8.5","Full Adaptation","Full","CHN","China","China",17713287.8343512,15268496.6165473,1180540.96309824,531879.248697906,1421383822.15826,591514589.906162,1109187.60033209,603419.608170849,1.0655740103614,1.77491792880367,0.66765812812943,0.990153525794399,-15.3866861351966,-58.0194537138786,-57.6139074961177,0.521886549106769,-45.5980568129157
"RCP 6.0","Full Adaptation","Full","CIV","Ivory Coast","Ivory Coast",692876.132278622,77798.1056267314,56970.3643342002,8952.21649268286,38097839.2627839,7545189.62265091,87390.0533518499,9190.16712084147,1.05697435601086,1.45984142318212,0.678472222222222,0.97780578898226,-87.7061525095307,-85.9637888083553,-74.3203657879177,0.528500233426704,-89.4837378301624
"RCP 8.5","Full Adaptation","Full","CIV","Ivory Coast","Ivory Coast",659844.43468961,85928.2091888358,55041.4364030168,8688.78976656805,36398658.4512921,7319610.15473054,85642.6832775483,9019.18821411385,1.0500466764127,1.61014229570835,0.674822695035461,0.982816263741392,-85.5701421726908,-85.9554460081986,-74.044299118678,0.547104088800494,-89.4688164021149
"RCP 6.0","Full Adaptation","Full","CMR","Cameroon","Cameroon",200654.599928613,18468.4442069286,17564.8378011771,1909.0765531989,11126096.9999972,1532715.8262082,27190.2636888247,1961.2015859623,1.06209411821892,1.44316685241978,0.678616316911682,0.987888666369975,-89.9245187904216,-89.8924553937962,-80.1209380159717,0.534118045788671,-92.7871181816881
"RCP 8.5","Full Adaptation","Full","CMR","Cameroon","Cameroon",219301.276290925,17335.0956390718,18180.4685166844,1566.9707475421,11584951.7675121,1260921.0500281,27683.9856397406,1627.94742621284,1.05497911367186,1.63399000001584,0.674713376547476,0.995195487259288,-91.2551699243331,-92.3665860252236,-85.9898598644698,0.559785751668877,-94.1195337716261
"RCP 6.0","Full Adaptation","Full","COD","Democratic Republic of the Congo","Democratic Republic of the Congo",111244.866179017,23862.0373797294,6503.3058394003,1431.61748086184,3986360.04049208,911128.03735491,10822.215951914,1460.25801940356,1.03557272291513,1.45696542624894,0.642207792207792,0.981040754778442,-75.6833820025134,-83.2722925048863,-72.4487115174538,0.568053741791429,-86.5068482657168
"RCP 8.5","Full Adaptation","Full","COD","Democratic Republic of the Congo","Democratic Republic of the Congo",106650.518197444,22630.5162808682,6368.71529670022,1061.60142262636,3891073.85081836,629382.913201752,10572.7409685922,1050.87096821801,1.02928913147315,1.55877805729892,0.637992614739739,0.989086505231905,-75.757425618448,-87.3941087911417,-80.6962437630372,0.589490114344994,-90.0605626172081
"RCP 6.0","Full Adaptation","Full","COG","République du Congo","République du Congo",269246.40237595,251166.645857795,19333.5777757378,11441.4972443786,12011971.8018136,5375136.87991169,28071.8255250784,14762.0451516381,1.04426457423547,1.59169480110325,0.654586127578982,0.985410544053715,6.31425978193094,-51.1714342122879,-45.0035500576222,0.555895097894408,-47.4133054209452
"RCP 8.5","Full Adaptation","Full","COG","République du Congo","République du Congo",271952.826769046,22465.8935538707,18872.4088069596,2102.92722913184,11583317.9902786,1697448.56083446,28660.8681512877,2187.53350132182,1.03804326543997,1.56533403422903,0.652389102962254,0.984016769121967,-90.3199726268091,-91.2140951380447,-82.3233528945524,0.5644140674721,-92.3675253318398
"RCP 6.0","Full Adaptation","Full","COL","Colombia","Colombia",2207279.37986369,2645618.33122984,156634.723045976,98267.8388869191,165523136.608945,114811280.322669,130026.623076651,114326.831845592,1.02702983667262,1.46957293070122,0.619117583134101,0.990605733974765,9.56965993726241,-29.8712593208989,-20.5154397092175,0.589308189962594,-12.0742897566476
"RCP 8.5","Full Adaptation","Full","COL","Colombia","Colombia",2177104.99498084,1962178.33742236,155903.574231955,73436.8474118251,164759905.050603,71307119.8899051,130469.517796548,83051.8857109263,1.01832249595059,2.25962579199804,0.604409910888937,0.98769301280122,-18.8391682769801,-42.9844387621013,-46.5074674540557,0.590724962377399,-36.3438394549474
"RCP 6.0","Full Adaptation","Full","COL","Colombia","Quita Sueño Bank",21460.0193477578,24941.7541645086,1337.67948553436,1291.39495304154,1420181.0898653,1968109.39993759,1376.92427337237,1340.68687378946,1.02932731075241,1.38636865063059,0.632751533852401,0.992851003533108,10.7898156520659,12.0406089568958,38.3564078238338,0.587324812896248,-2.63176416333729
"RCP 8.5","Full Adaptation","Full","COL","Colombia","Quita Sueño Bank",21276.9503847012,8905.94242563821,1336.68189775102,642.483072806802,1419252.00146086,592991.980070586,1377.76690760128,679.220555506168,1.02250432534329,2.12888147486438,0.624277648707097,0.991666666666667,-60.2943630726721,-46.0652948494882,-60.7274934003136,0.591168625220518,-50.7013449257026
"RCP 6.0","Full Adaptation","Full","COL","Colombia","Serrana Bank",17305.1659141778,20070.1009575283,1064.15667710619,1032.1623623114,1131401.47745813,1563153.98900175,1119.38996229144,1071.73781850561,1.02961689196319,1.38338633100073,0.632873630672926,0.992791428112132,11.0703966739306,10.5355140912697,36.327817920797,0.585367719191944,-4.25697436917239
"RCP 8.5","Full Adaptation","Full","COL","Colombia","Serrana Bank",17199.9951721017,7334.07821284198,1063.3770365994,519.693262674305,1130683.1272256,490099.561953993,1122.99622527376,549.885108969574,1.02283927842316,2.24669389419471,0.626146076146076,0.993427704752275,-59.435068380111,-45.6441112045942,-59.6171794964085,0.591111271185842,-51.034108878191
"RCP 6.0","Full Adaptation","Full","COM","Comoro Islands","Comoro Islands",149181.733385512,157491.947673986,15155.8664940192,13342.9360793456,15077326.0865605,14012407.8961661,14023.6660018958,13707.6908857102,1.05556601629727,1.21747595966621,0.646153846153846,0.989685160912125,-4.59883317262737,10.7678996032249,36.8722961933255,0.565582596809561,-2.25315631549516
"RCP 8.5","Full Adaptation","Full","COM","Comoro Islands","Comoro Islands",148507.566926094,198692.005730035,15152.3718875527,13040.7312125645,15072150.9291997,13837694.0085631,14027.5540833866,13639.9676284372,1.05095957264727,1.63477135604666,0.640512820512821,0.995309773123909,21.0185490060059,2.72646638816159,28.0781904380764,0.572232850046986,-2.76303661098235
"RCP 6.0","Full Adaptation","Full","CPV","Cape Verde","Cape Verde",665968.254092209,904477.058842771,134901.476268182,120443.941025753,72098709.4434951,68752618.0616578,154180.392197218,160723.457829529,1.0493501592346,1.45089101992444,0.677272727272727,0.984519412712051,43.3754885363236,2.57921777940178,48.3958588044136,0.541337594530233,4.24377285533273
"RCP 8.5","Full Adaptation","Full","CPV","Cape Verde","Cape Verde",669959.380368941,901330.250602714,137513.117586,89924.286396495,72861443.6511874,55714008.5182532,156758.069318644,135710.1231218,1.04708967577944,1.7174907789874,0.679296784640296,0.988383173927946,44.2847061686038,-26.2547277013311,12.6521855287788,0.550475470943907,-13.4270256633873
"RCP 6.0","Full Adaptation","Full","CRI","Costa Rica","Costa Rica",2625828.27328958,644836.53389141,203301.356984427,39752.3749580572,222033023.094621,39316721.0095429,134557.934382824,41293.898961892,1.03088107486047,1.39746522972501,0.624686143491196,0.994616746626477,-78.781250697819,-76.7932561953039,-78.8859841799461,0.598552196881823,-69.3114351440557
"RCP 8.5","Full Adaptation","Full","CRI","Costa Rica","Costa Rica",2589442.73826161,603879.858991456,201886.953699168,34967.1546184878,220464401.356765,29825158.6339566,135221.84032392,35409.3451765184,1.02139531886587,2.17317298522853,0.609129986914813,0.993866457883716,-80.3251553923758,-75.5537198668798,-80.7786085790411,0.601302178840973,-73.8138860618252
"RCP 6.0","Full Adaptation","Full","CUB","Cuba","Cuba",1694126.57093051,440038.518507594,114403.448119343,37903.6250402151,81361140.403002,36046933.2326154,130200.067646098,39336.5364439551,1.02789931424484,1.39394390537176,0.632679738562091,0.986205797682699,-72.4157075915715,-70.6147051991404,-56.1185079846396,0.584898608140216,-69.7876221148538
"RCP 8.5","Full Adaptation","Full","CUB","Cuba","Cuba",1684951.27703072,355578.801042187,114595.470735214,33035.0554227798,81498583.5345018,26769738.4390082,130134.076527812,34409.0348936389,1.02178691870144,1.99386902673694,0.622875816993464,0.983581557425034,-77.5755522805131,-75.121980988677,-69.4511760355776,0.588810315594968,-73.5587819795339
"RCP 6.0","Full Adaptation","Full","CYP","Cyprus","Cyprus",369826.250005581,700952.666658297,22143.21679169,49505.5223122876,16044322.5037894,22164216.4422297,60223.9718273403,50433.6995040819,1.06402915149856,1.28693836605055,0.680288539749133,0.983929849904646,119.489665563475,58.4734312248145,102.410821528001,0.506387146877975,-16.2564374719866
"RCP 8.5","Full Adaptation","Full","CYP","Cyprus","Cyprus",361645.745439894,658298.592347895,21834.8729182658,44876.9002383093,16191807.1248734,20282907.4163874,59741.1911405825,45678.7456111252,1.06113723936122,1.47697453266363,0.681438631790744,0.990529277455454,111.41516019236,40.0690500705499,65.4853741070607,0.515096681882014,-23.5389440032518
"RCP 6.0","Full Adaptation","Full","DEU","Germany","Germany",782419.932178811,1160405.1466512,90956.6890981254,124303.959950256,67403178.4786765,96183331.3956267,134667.775541638,127209.359938521,1.06367956063644,1.27125719709163,0.68531914893617,0.985754812563323,71.9567278432953,15.1048301396053,46.2802550113542,0.451585612968592,-5.53838182380223
"RCP 8.5","Full Adaptation","Full","DEU","Germany","Germany",771801.375790359,1178864.5022093,91314.1659376851,114542.677621617,67424450.7145937,93794002.709085,134455.851990835,117815.434792792,1.05823384799883,1.40194514740846,0.683955512572534,0.98954933954934,80.6424660085937,3.28678787802998,47.4715628761305,0.46582434114349,-12.3761197089263
"RCP 6.0","Full Adaptation","Full","Disputed","Disputed","Conflict Zone",1562175.26223852,1250368.53205159,97366.3221356769,56259.1426005449,111533043.166748,55425029.5105866,93304.1941061811,62101.8139474081,1.06872053487386,1.24589166136376,0.669055310817425,0.989157773960966,-20.0286402759668,-48.6915089600738,-52.5900996079549,0.526130852766644,-33.4415622552448
"RCP 8.5","Full Adaptation","Full","Disputed","Disputed","Conflict Zone",1564470.73393743,1028595.90505125,97293.857302399,41800.0821016538,111430568.15586,40974133.20945,94295.4375613421,42319.0047217564,1.06351872012067,1.77092940446845,0.663745472344591,0.99067363555891,-34.6083874480593,-62.0103255191569,-64.6514434395443,0.528527771633311,-55.1208353063461
"RCP 6.0","Full Adaptation","Full","Disputed","Disputed","Japan - South Korea Conflict Zone",1427653.20047432,1742113.12507611,68577.0486394337,75281.104663866,78507175.4990148,71656432.0827648,114047.83882529,86986.276810568,1.07851025236946,1.24095310671263,0.701788238527671,0.97884327240036,35.6892808773446,-26.2551872541855,-13.7262005309691,0.467520674944465,-23.7282549967276
"RCP 8.5","Full Adaptation","Full","Disputed","Disputed","Japan - South Korea Conflict Zone",1410011.74408932,1884911.60921333,68210.0085489601,49231.2297525308,78154769.0344408,42761297.1398399,114064.216518543,70721.6017170178,1.07404959898136,1.56527086393525,0.698069997820079,0.981741961741962,49.1393144155508,-52.2778887073741,-48.9327087914103,0.47011461408888,-37.998432921756
"RCP 6.0","Full Adaptation","Full","Disputed","Disputed","Kenya/Somalia",41323.2375909789,50100.4224826838,3268.22233659105,3427.64361469074,3375932.46786281,3255664.8963268,3496.51237270867,3503.73786862667,1.05330664980416,1.21772137936557,0.644162436548223,0.984678178963893,13.8836301505379,16.9064779812828,24.9658781501802,0.564373610435974,0.206648658657471
"RCP 8.5","Full Adaptation","Full","Disputed","Disputed","Kenya/Somalia",40987.6966360864,64683.4025378002,3267.34925574076,3454.66450555825,3374799.37407381,3239234.58420699,3496.33541687262,3494.419105806,1.04834455259575,1.63036390198609,0.633502538071066,0.992232576075134,46.1466721767789,22.7643468035423,30.3257084610475,0.572943235973611,-0.0548091312227413
"RCP 6.0","Full Adaptation","Full","Disputed","Disputed","Paracel Islands",1548465.59723752,1240166.35004778,108066.856442942,75895.7878436955,111893675.478866,75118074.4124935,103327.182023332,77545.759388205,1.06221789288676,1.22850835941934,0.660545741594129,0.990675818699457,-22.5310029311757,-29.3831740140924,-27.0519335214616,0.54266634609321,-24.9512491585275
"RCP 8.5","Full Adaptation","Full","Disputed","Disputed","Paracel Islands",1569002.36784966,1674662.52014929,109904.016780645,72428.0816501419,113559549.180708,72901567.5300963,106143.939191105,74909.5726496746,1.05813698022545,1.76776441561153,0.654377880184332,0.994722089966257,1.67387816470192,-29.4324937598454,-20.4845423322728,0.546334993192064,-29.4264248900681
"RCP 6.0","Full Adaptation","Full","Disputed","Disputed","Southern Kuriles",1831994.68327475,2825171.13359276,76885.8733812656,145620.48799984,118720659.557373,158707892.341652,143875.051658807,150604.711362413,1.10976434339351,1.20952086746383,0.759851124485271,0.975609756097561,66.8906436966512,34.2608956268825,44.2565517163046,0.35118783655369,4.67743338821865
"RCP 8.5","Full Adaptation","Full","Disputed","Disputed","Southern Kuriles",1824534.62714331,3023748.57032869,76785.1981759828,145393.390122681,118544482.178278,157016396.567073,143886.470676052,152805.469129118,1.10453521505281,1.33098701039593,0.75688194228806,0.981707317073171,79.2542245699655,32.6527946567851,45.5625534228248,0.358634685493155,6.19863591841587
"RCP 6.0","Full Adaptation","Full","Disputed","Disputed","Spratly Islands",2362929.41897921,2822523.32074801,180285.343005346,163944.515573191,194710627.800822,164980021.46175,163941.029465002,167172.572519457,1.06207159387937,1.22559733613441,0.659053461195715,0.990361389817912,11.2094560976429,0.805408577525281,-1.67390379234469,0.54831833367608,1.97116186533684
"RCP 8.5","Full Adaptation","Full","Disputed","Disputed","Spratly Islands",2586818.38953789,2812891.85860216,188701.814338009,122843.038526625,202011425.720133,122337703.316844,178085.878943723,123663.847801217,1.05659925094591,1.77157546142287,0.64797718843466,0.997529556650246,0.497033673767014,-23.9497486992863,-19.1055584616188,0.555967269739184,-30.5594309134997
