"rcp","scenario","scenario_short","sovereign_iso3","sovereign","country","b1","b2","c1","c2","p1","p2","msy_tot1","msy_tot2","bbmsy_avg1","bbmsy_avg2","bbmsy_prop1","bbmsy_prop2","b_pdiff","c_pdiff","p_pdiff","bbmsy_prop_diff","msy_pdiff"
"RCP 6.0","Full Adaptation","Full","GUY","Guyana","Guyana",372017.179994337,489006.257557751,23573.0925520668,22842.9063302835,24960479.5856095,34682225.595042,24692.3380923895,23834.3721828929,1.03456173438391,1.4572364198799,0.642666666666667,0.986666666666667,26.3691630782234,8.19591985566631,35.8089453370009,0.579333333333333,-3.47462401610758
"RCP 8.5","Full Adaptation","Full","GUY","Guyana","Guyana",368564.792902335,219665.564373429,23554.9538714192,12754.4939550869,24941536.5906475,13187837.2822005,24698.1023922565,13806.741112558,1.02726381349978,2.15512833330186,0.628,0.987208649779895,-43.1254740644278,-40.6353381769963,-50.9821635122075,0.585208649779895,-44.0979679601347
"RCP 6.0","Full Adaptation","Full","HND","Honduras","Honduras",643253.715463544,742418.435777233,43394.4007991622,40292.6295182598,45552920.9703157,59459267.7693729,44024.2078557939,41808.3073757266,1.02417991066076,1.38055527065565,0.618,0.991859118934155,8.58389363116514,11.2710098265226,34.8824630439944,0.596359118934155,-5.033368203525
"RCP 8.5","Full Adaptation","Full","HND","Honduras","Honduras",638089.21661371,221603.967730298,43365.674866807,20243.5839585572,45525621.4262716,16551154.2228383,44053.1892807593,21087.6195182671,1.01681523397512,2.07718701703958,0.6065,0.993039719192935,-67.4979576077634,-45.7822098864218,-64.6145103673255,0.601039719192935,-52.1314577614989
"RCP 6.0","Full Adaptation","Full","HRV","Croatia","Croatia",725092.031201551,1195192.15301754,59432.4682852533,93968.259552211,38759989.6278846,51568616.3795153,97069.2350935648,97028.4001816905,1.05896132650458,1.32609383833551,0.671161746141346,0.983516483516483,74.4365132512116,39.2892093278316,47.3962586463375,0.502125868433382,-0.0420678208032668
"RCP 8.5","Full Adaptation","Full","HRV","Croatia","Croatia",719487.645063065,1090822.87251828,59384.1444499207,84666.2905129526,38731583.5749334,42743996.3753738,97086.5700251689,87733.6388356363,1.05683122207152,1.53716609390863,0.672663012017102,0.986029962546816,60.2753836191854,23.1208387090192,17.6097823549687,0.509785986790255,-9.63359936097025
"RCP 6.0","Full Adaptation","Full","HTI","Haiti","Haiti",250689.973870342,164150.368888408,17719.0235233635,11922.5863318759,18701480.1158906,14271252.7026739,17001.412772568,12323.8564493258,1.02359514265227,1.42728370978892,0.625850340136054,0.99312432702308,-39.6786427894138,-13.1111320553223,-20.2986757069962,0.589042694370019,-27.5127507685101
"RCP 8.5","Full Adaptation","Full","HTI","Haiti","Haiti",249054.381135642,93005.138347294,17718.2258788413,8731.15663306409,18698886.8975141,7240098.38902986,17015.9597731329,9087.24479264419,1.01767493030561,2.46604141014119,0.620408163265306,0.996462771237523,-65.5284950144539,-40.4872180058191,-62.170314153493,0.602585220217115,-46.5957553155927
"RCP 6.0","Full Adaptation","Full","IDN","Indonesia","Indonesia",35722679.926122,42123007.8550063,2455360.62449698,2449659.66364356,2855213299.61474,2546772595.61046,2496701.78274432,2503137.35100787,1.05409533199277,1.22302529749118,0.647136563876652,0.991118907149881,11.8503440854906,7.43914200035031,0.25299800072459,0.553233444594814,0.257762793619433
"RCP 8.5","Full Adaptation","Full","IDN","Indonesia","Indonesia",35886870.3735397,13567600.2625404,2467444.88740399,610098.449509997,2868401776.84343,615341736.85864,2525900.8392047,611225.653320998,1.04858814058295,1.75392498115349,0.637004405286344,0.995840040241449,-64.9072246679376,-71.6316352705714,-71.8434765510263,0.560157220858189,-75.8016766203123
"RCP 6.0","Full Adaptation","Full","IND","India","Andaman and Nicobar",1922616.59615936,2154579.07632202,161238.637961133,139548.777290123,160395854.877917,132550813.054392,143011.26865602,143440.897147097,1.06705877245039,1.21985302273104,0.664676616915423,0.990049751243781,0.85684040650285,-3.74862034627464,-6.71916807370907,0.54726368159204,0.300415830944133
"RCP 8.5","Full Adaptation","Full","IND","India","Andaman and Nicobar",1909061.96598148,415190.399139568,161439.317149757,20921.8249223793,160417830.146894,18982459.1448635,143292.388477708,21331.214999912,1.06205868281721,1.6681878788477,0.653731343283582,0.997402512934489,-79.9018481951435,-86.340654315014,-85.4594651897034,0.555113955720559,-85.1135044739445
"RCP 6.0","Full Adaptation","Full","IND","India","India",13940225.7109263,14689247.0402879,1182972.79225062,854887.092134728,731393236.145616,588496851.989085,871749.809185226,879758.829945636,1.07399782438856,1.23615219232506,0.679751281564458,0.98695652173913,-2.0498983406806,-31.7600239156437,-12.0670257691721,0.529103854186444,0.918729281730099
"RCP 8.5","Full Adaptation","Full","IND","India","India",13843316.629674,12520909.7536869,1181418.68441722,508462.096890466,732146538.09231,454896682.932441,869615.534764217,543625.459172353,1.06805383457097,1.7406553613992,0.67024681982153,0.993378338927348,-13.5803130240157,-61.61813848114,-32.5798273251261,0.537479345192774,-37.4866895265678
"RCP 6.0","Full Adaptation","Full","IRL","Ireland","Ireland",4107415.55362331,6973633.89015139,373428.938718722,659825.783367885,318623696.106054,502097015.926022,628466.716940178,675064.523167205,1.04903460015329,1.28158800090955,0.661048739677228,0.984455541237113,97.0185109518479,43.0322081807889,64.8385639261367,0.485953355238301,7.41452251503439
"RCP 8.5","Full Adaptation","Full","IRL","Ireland","Ireland",4078018.75686944,7249185.5167925,376727.564359773,640793.929513581,318735091.416837,495744022.387084,632126.784189803,659385.757339786,1.04271349445976,1.44458030109602,0.655978182292858,0.987686856920986,109.916383745123,34.7872955234754,69.1927696917011,0.501443504638025,4.31226358884963
"RCP 6.0","Full Adaptation","Full","IRN","Iran","Iran",1059064.73964658,231837.758547783,94949.0345760162,14975.4180232626,76694384.7795017,10938417.8031375,77744.9610040347,15466.3347812175,1.07142523929833,1.21641535252111,0.676303317535545,0.988511004547727,-80.7706516347606,-81.7575499706124,-82.9671068832813,0.545383042462419,-80.1063186842233
"RCP 8.5","Full Adaptation","Full","IRN","Iran","Iran",987934.840700254,100640.808153781,90925.7175068337,4971.57444438805,73079207.8203851,4516899.76491484,72871.8500536875,5114.03681813782,1.06561302019034,1.63810753489201,0.665402843601896,0.995623894016931,-90.4431497987817,-94.4871028960535,-93.011301685086,0.555339533827357,-92.9821504265775
"RCP 6.0","Full Adaptation","Full","IRQ","Iraq","Iraq",3962.30506506819,3942.40618963634,419.666019610221,293.143233644584,365700.778775748,283851.067855955,303.116123978079,303.230525877603,1.07307820064889,1.22832003719163,0.664556962025316,1,-17.1718799997202,-12.84238387949,-14.1277114710513,0.584177215189873,0.0377419379816107
"RCP 8.5","Full Adaptation","Full","IRQ","Iraq","Iraq",3937.38856230967,5324.1266878274,419.711245640958,285.645884635227,365582.978111645,283575.490519177,303.281940879644,302.537735130139,1.06723169323382,1.66452980677792,0.655696202531646,1,21.5586192452651,-28.7432963894728,-18.7503159137256,0.591139240506329,-0.245384129152595
"RCP 6.0","Full Adaptation","Full","ISL","Iceland","Iceland",3620965.46717562,4935682.60990305,406975.877616764,567141.467360897,325934796.745405,504384677.720743,551078.971990725,579530.538565012,1.01648406399088,1.25200391791615,0.610048619013466,0.976923076923077,53.7513799637657,26.3453840465501,59.0927848360451,0.529097230571749,5.162883728172
"RCP 8.5","Full Adaptation","Full","ISL","Iceland","Iceland",3594853.38530762,5472642.54617473,406652.041091614,594124.819076694,325763731.406395,517717387.174317,550932.563832119,608667.985973946,1.01814496712991,1.35097287205307,0.615733940144063,0.982394366197183,76.1454846840944,29.3267644557861,74.1494123990891,0.527603726821865,10.4795806115065
"RCP 6.0","Full Adaptation","Full","ISR","Israel","Israel",180892.175116804,331469.14319338,13643.6310345928,26128.3347310087,8888967.17742071,11411894.7615827,30687.1883154273,26696.6503602181,1.0643234295298,1.28628389930698,0.679861111111111,0.984058998688155,108.005019242707,48.7195697083343,69.8253573497999,0.50211455424371,-13.0039217480315
"RCP 8.5","Full Adaptation","Full","ISR","Israel","Israel",179107.997496593,257862.365954988,13694.1595214289,19334.8094170549,8886007.62189053,9015411.97515897,30731.6357234869,19786.821482359,1.06130426618261,1.47855613161881,0.680555555555556,0.987879350036442,64.676180779056,6.32999286392253,25.2566782126746,0.510101572258664,-35.6141610541194
"RCP 6.0","Full Adaptation","Full","ITA","Italy","Italy",4847535.10600632,7343804.53942131,378410.684857549,596362.470183806,247174094.478194,300103678.842375,662507.18369323,613133.415085427,1.05386451318039,1.33064099352372,0.667488249118684,0.983783783783784,61.921019438522,36.149138763204,36.7444881444417,0.50436839012926,-7.45256350769858
"RCP 8.5","Full Adaptation","Full","ITA","Italy","Italy",4813141.55185657,6811526.09558176,378224.60359727,537311.453694328,247114557.995663,252855608.228933,662755.056389545,553229.764030852,1.05074442643547,1.54178859745002,0.669682094436653,0.986521360069747,51.1739046065492,20.4411059086937,11.0034613646265,0.515512711168391,-16.5257573371599
"RCP 6.0","Full Adaptation","Full","JAM","Jamaica","Jamaica",512587.463672387,475147.835605787,36813.7655840214,29566.274835144,38478632.3672039,39676594.9473868,35116.0141301422,30630.6555191365,1.02304444122469,1.39161888426154,0.623972602739726,0.992910814205778,-14.3644959415464,2.7856527763551,11.1364471904197,0.59154095119208,-12.7729718822376
"RCP 8.5","Full Adaptation","Full","JAM","Jamaica","Jamaica",508889.652901905,194495.773971605,36798.9554739143,18137.5194465991,38472390.2707955,15091401.1503915,35135.0347685853,18871.9164285153,1.01732558547646,2.33065111349649,0.618493150684931,0.995,-64.6343933387606,-41.0052951493713,-60.6481044678429,0.598424657534247,-46.2874690382009
"RCP 6.0","Full Adaptation","Full","Joint","Australia - Papua New Guinea","Australia - Papua New Guinea",30839.7231643588,46771.6384897316,1927.76975565172,2537.84747670633,2415261.23259478,2502684.7318972,2479.52543142487,2588.09365025748,1.04947097585294,1.21671097147382,0.640689865689866,0.983516483516483,47.3273239481542,38.8587434195871,43.2334739300741,0.56546398046398,4.37858863864194
"RCP 8.5","Full Adaptation","Full","Joint","Australia - Papua New Guinea","Australia - Papua New Guinea",31616.2032516437,9940.3130667954,1955.56670738344,451.722358392252,2477756.28873858,456084.320079942,2522.95475006561,448.309877555923,1.04545075394102,1.87044028727687,0.631556776556777,0.970948429877001,-69.6224719762261,-75.2669521311891,-71.006038232595,0.552975291903863,-82.2307602804107
"RCP 6.0","Full Adaptation","Full","Joint","Australia/Indonesia","Australia/Indonesia",351970.471897404,426926.705882758,22624.1719665612,24701.7197837369,25866893.8377657,23797168.6934586,25677.7561313747,25251.1645856312,1.05984868672521,1.21925661240334,0.648506976564215,0.99072762182535,16.6003127861785,18.3698273021842,10.0642395606562,0.562653474796486,-1.66132719526165
"RCP 8.5","Full Adaptation","Full","Joint","Australia/Indonesia","Australia/Indonesia",349379.664853934,38626.658379615,22655.3818129125,1831.76893464706,25915854.6987513,1728723.76100168,25711.1462830062,1808.88640628541,1.05601250166727,1.84941382762138,0.63864356141342,0.997315267090443,-89.5078132411727,-91.1847540059105,-91.1380457232812,0.569670816080598,-92.9645828063255
"RCP 6.0","Full Adaptation","Full","Joint","Joint Development","Australia - East Timor",284501.6466168,340896.388794198,18189.95851582,19563.3474041544,21835423.7876776,20156660.5713461,20408.918828454,20008.5219016593,1.06647199280717,1.21702324428909,0.661194029850746,0.989969849246231,16.2264794647268,12.612124414381,3.87145728682761,0.555641491037276,-1.96187230769125
"RCP 8.5","Full Adaptation","Full","Joint","Joint Development","Australia - East Timor",281720.311465607,1987.47804639509,18181.2891039842,79.7366086952967,21817709.8616678,75811.575300292,20407.7348109651,80.5235323336043,1.06191339903735,1.78890004334182,0.650248756218905,1,-99.3265053515238,-99.5317822851429,-99.557784745753,0.566169154228856,-99.6054264077837
"RCP 6.0","Full Adaptation","Full","Joint","Joint Regime","Colombia - Jamaica",74207.2689816306,88365.168689476,4729.35101012094,4567.42787933294,5017519.46774027,6888079.19431684,4706.89546572823,4744.79887739218,1.02697466985769,1.3840347402581,0.629538606239716,0.992854511125776,13.2156411580563,15.2481789110243,40.4089437771227,0.587756182172936,0.805274133235558
"RCP 8.5","Full Adaptation","Full","Joint","Joint Regime","Colombia - Jamaica",71423.3271920748,28297.0314973998,4716.04485511531,2247.54864916788,4989959.92760418,2017118.61698756,4549.82810737314,2354.09163356959,1.0215280842312,2.22598179095436,0.624810805632723,0.99552036199095,-62.7061823272349,-45.2968932359261,-60.7416325724201,0.593915802167212,-48.2597676656245
"RCP 6.0","Full Adaptation","Full","Joint","Joint Regime","Japan - Korea",2328909.31919589,2432612.81800332,135407.59110029,85178.5639218465,148887374.419102,86201294.2695438,137248.011157472,103273.407188838,1.06840779370275,1.25959770066613,0.67024168481929,0.986934336154507,8.10733811122703,-48.2071875493403,-49.5326478549086,0.517029438913893,-24.7541685173514
"RCP 8.5","Full Adaptation","Full","Joint","Joint Regime","Japan - Korea",2283992.26590538,1156895.54741817,134571.599048861,45310.7749016105,148016913.876795,43536150.4702549,136630.548643778,47212.1763220223,1.06366639966935,1.7621905160004,0.664118401003526,0.991422630534237,-47.8127385965213,-72.2829000523836,-74.1641404725479,0.525952010408041,-65.4453730950657
"RCP 6.0","Full Adaptation","Full","Joint","Joint Regime","Nigeria - Sao Tome and Principe",4505.65572844544,4035.17560069209,711.975317098854,631.303474380685,746329.90616718,635063.387058552,688.379560691003,646.755417298762,1.03503353981456,1.19325633894193,0.639285714285714,1,-17.3676135557383,-1.8062473998773,-11.4930319299257,0.532142857142857,-6.04668496410007
"RCP 8.5","Full Adaptation","Full","Joint","Joint Regime","Nigeria - Sao Tome and Principe",4506.782559255,1867.05923027994,712.007210916393,290.82067785317,746428.614044952,292461.023278594,688.773427905455,297.141383131584,1.03417620002736,1.25813480072083,0.639285714285714,1,-61.7291306416277,-54.8900506220017,-59.399160363673,0.535714285714286,-56.8593428414937
"RCP 6.0","Full Adaptation","Full","JPN","Japan","Japan",32728442.7478444,38738802.9244836,1760756.05989775,1848205.74882888,1982128567.5781,1711114930.13698,2396244.54460796,2035307.45978423,1.07445671057587,1.25497963781174,0.679917327858847,0.988822615546801,24.3772648214528,-16.9146947616253,-12.3487374231503,0.507421073073295,-15.0626147751033
"RCP 8.5","Full Adaptation","Full","JPN","Japan","Japan",32622585.1429533,38039297.339545,1761169.89066051,1330477.13571606,1978821313.26399,1276357954.63669,2413337.72996587,1605475.19097987,1.06889235978529,1.75050073983032,0.674331409865172,0.990672914613267,22.0667172091352,-40.1828032512133,-33.070017611345,0.511879151088881,-33.474906100168
"RCP 6.0","Full Adaptation","Full","KEN","Kenya","Kenya",255662.35913519,318955.559372514,17398.5862185446,19168.1926029331,18052986.1034616,17556147.1559714,19464.4326389023,19584.8777330919,1.05439010740052,1.21844867347149,0.644162436548223,0.984717106678673,17.8916613740382,21.8956501762824,32.0444655813776,0.559844010231973,0.618795812979083
"RCP 8.5","Full Adaptation","Full","KEN","Kenya","Kenya",252292.273675563,414864.463913732,17339.0789906778,19217.511238005,18103508.1723995,17635194.0171375,19414.3528904341,19389.0823195809,1.04974020818678,1.63408433154602,0.635117674203969,0.992393267026013,53.2417886860258,28.6397439441335,39.9289208902666,0.570406905953358,-0.130164373727898
"RCP 6.0","Full Adaptation","Full","KHM","Cambodia","Cambodia",462745.873009177,515535.371716023,30705.5955821212,29363.1124212683,35353469.6367494,30773202.3579769,31147.4135629353,30006.6942560465,1.06120813752883,1.21967062341276,0.654127444863413,0.9894658972074,5.82415824910724,1.82486830339355,-2.98146598922313,0.556123521383403,-3.66232433580387
"RCP 8.5","Full Adaptation","Full","KHM","Cambodia","Cambodia",464721.106603954,5476.70189963376,31100.1484543485,211.729401857495,35776238.1890555,208460.240478719,31608.4912342645,216.08977800945,1.05561147099381,2.8997115396024,0.641450777202073,1,-98.9105912169882,-99.2056248475436,-99.2335779818358,0.566321243523316,-99.31635529071
"RCP 6.0","Full Adaptation","Full","KIR","Kiribati","Kiribati",786702.829540677,862822.715320866,89116.3577628348,74189.9641885431,101883198.126126,83972269.1797419,76225.4459890185,76228.7706142804,1.05202300203168,1.21681639352864,0.64,0.993548387096774,-6.22711172743274,10.8094876076197,10.1524558142652,0.568387096774194,0.00436156878948031
"RCP 8.5","Full Adaptation","Full","KIR","Kiribati","Kiribati",785079.030969595,1155396.59298458,89088.0110062038,71111.6883931357,101840744.503289,81412379.1446504,76227.2972006187,75978.5468678423,1.04850490943094,1.65920659834838,0.636129032258064,0.996753246753247,23.24669769225,8.9173625500221,25.5718643055657,0.572882279011311,-0.326327105789578
"RCP 6.0","Full Adaptation","Full","KIR","Kiribati","Line Group",355045.454123242,404141.400730615,42682.6210379937,43604.3429539908,48775941.7588374,50893649.1190708,45238.0335188756,44726.2684081505,1.05003947300716,1.24668208202179,0.657943925233645,0.9906013048845,11.6178592671924,6.8693946063433,40.8261053426744,0.532657379650855,-1.13127178817698
"RCP 8.5","Full Adaptation","Full","KIR","Kiribati","Line Group",354439.431788316,447831.181988603,42676.4410464678,43141.1041493505,48763101.4971556,49838685.6748755,45238.5218735144,44190.3711146395,1.04641219446547,1.52933288348085,0.654205607476635,0.995236316084439,24.4744860445247,3.86431238152824,31.9179484275981,0.541030708607803,-2.31694298457736
"RCP 6.0","Full Adaptation","Full","KIR","Kiribati","Phoenix Group",203523.406568898,230062.392130806,21832.2694558394,22873.5696426471,26420841.8179581,27179167.0598694,24131.2350081086,23464.9940961412,1.05850694802294,1.20911358283439,0.662616822429906,0.990556381254671,12.9111414549861,6.9309669006884,47.9817398138956,0.532612456021026,-2.76090681535174
"RCP 8.5","Full Adaptation","Full","KIR","Kiribati","Phoenix Group",203135.871200191,268481.429086715,21828.2498835084,22556.6411008446,26412066.253822,26865962.3124792,24131.5746576752,23130.0075038595,1.0554140439475,1.52989653648559,0.660747663551402,0.99530930129061,32.8275409322719,2.88773171675354,37.4870399138168,0.539234534935469,-4.15044259657191
"RCP 6.0","Full Adaptation","Full","KNA","Saint Kitts and Nevis","Saint Kitts and Nevis",39065.7445239232,57053.2566912918,2743.3021489865,2549.77819292141,2774754.34465145,3617140.82145274,2672.56604752775,2670.08452412541,1.03023127895554,1.4224286771821,0.636657088122605,0.986206896551724,34.6074571392477,19.811858985115,42.7800462729929,0.578745210727969,-0.0928517147272609
"RCP 8.5","Full Adaptation","Full","KNA","Saint Kitts and Nevis","Saint Kitts and Nevis",38735.4144484667,41539.5320806041,2741.57476563437,1740.26841067595,2773170.75466145,1967464.19096233,2673.20651459987,1983.95810865668,1.02499772193177,2.28019464518194,0.628615900383142,0.988276058854668,-1.45540698325064,-22.0975685232612,-27.5991399237477,0.583798089506009,-25.7835824572032
"RCP 6.0","Full Adaptation","Full","KOR","South Korea","South Korea",8289808.48190573,10793604.5541986,537576.492004758,459238.190957974,674958373.098146,505955896.312267,554940.498349507,524458.133118059,1.07660153077959,1.25381977313631,0.686537990994563,0.986007389697892,31.0167535978246,-24.7974486024829,-26.6179335129755,0.496149700463633,-5.49290695526948
"RCP 8.5","Full Adaptation","Full","KOR","South Korea","South Korea",8156321.59604014,11196230.4971672,536342.390288011,295668.407272218,673716751.693346,310512467.811793,548452.75305799,405577.699349311,1.06834023111512,1.71457028025588,0.674298139915301,0.989190177601802,37.6325290599587,-51.7091072516733,-54.3804077531937,0.507435951469747,-26.0505673300127
"RCP 6.0","Full Adaptation","Full","KWT","Kuwait","Kuwait",81327.2376496583,69223.8602573898,8619.70639663682,5139.75118735862,7494897.16287384,5006549.64110028,6219.67292292107,5315.19478611589,1.07700894503658,1.227945498928,0.672839506172839,1,-29.1850087827704,-25.5302779907133,-25.8932264993695,0.577777777777778,-14.5422138433027
"RCP 8.5","Full Adaptation","Full","KWT","Kuwait","Kuwait",80807.5465656517,68673.1349093432,8620.1327647258,3678.58559195796,7491710.28776669,3677285.87608656,6222.62428279964,3891.13629787337,1.07100669752385,1.66808548208954,0.664197530864198,1,-23.6682584708994,-55.2495697585612,-48.4406930040603,0.582098765432099,-37.4679215547512
"RCP 6.0","Full Adaptation","Full","LBN","Lebanon","Lebanon",146674.61238787,259510.29002448,10102.4545372457,19116.9655330906,7394420.4422336,9071059.60306316,22643.1324029585,19531.7921731193,1.06327322170993,1.29046871500281,0.676942775534325,0.984080201363939,95.1150731553629,52.3084764257332,70.5376172004781,0.507235918885854,-13.7407677280229
"RCP 8.5","Full Adaptation","Full","LBN","Lebanon","Lebanon",146258.742670048,243973.666659122,10254.6409358596,17326.4317761048,7467515.67995896,8269464.22105094,22789.4133195286,17706.8415537098,1.06038384792143,1.48066185073506,0.678548212351029,0.987594954361998,85.3877022676232,30.2068281009967,39.9433492507921,0.513424758360816,-22.302337030605
"RCP 6.0","Full Adaptation","Full","LBR","Liberia","Liberia",777923.107613627,88490.9225993421,67108.0687539593,10383.0187183969,44637399.8967727,9057222.54956306,100738.559244582,10656.3176394917,1.0543604433514,1.46380578537582,0.675177304964539,0.98829789839433,-87.5875025960006,-85.8575782808773,-73.2073092251043,0.543617047330501,-89.4218085712151
"RCP 8.5","Full Adaptation","Full","LBR","Liberia","Liberia",794472.711939717,96028.0298275457,67617.3418899421,9889.7469641658,44735434.2728792,8607948.97520396,101124.989772316,10245.9766236036,1.04734530442235,1.60525545896205,0.671577187833452,0.993713500515287,-86.7097351140647,-86.9135730098458,-75.79613773667,0.563246440305915,-89.8680072584704
"RCP 6.0","Full Adaptation","Full","LBY","Libya","Libya",2302502.37708691,3523549.68924992,182274.842268676,290507.626911953,116471847.142957,130151846.543419,350249.976763628,297180.104298685,1.0566168561239,1.31527447074026,0.671910112359551,0.981918449197861,67.143209641825,32.4611537327485,37.9090210390123,0.504390359310221,-15.151998853881
"RCP 8.5","Full Adaptation","Full","LBY","Libya","Libya",2277619.6664588,3557844.55891859,182051.655628735,279319.466038801,116360034.632806,122603332.845759,350105.857777861,285877.041136777,1.05323320222197,1.47572180070131,0.67247191011236,0.98319331593976,70.5337493227051,25.3098358047874,25.1623193094581,0.512406799085827,-18.3455418451858
"RCP 6.0","Full Adaptation","Full","LCA","Saint Lucia","Saint Lucia",65147.1495032452,77031.377418619,4010.51560849762,3883.09653477894,4270167.17306145,5923232.83271976,4212.92035543658,4034.57930929511,1.02885824120068,1.41254304298962,0.632413793103448,0.992988554072764,13.3765542026658,9.85410832867734,36.3529160136774,0.591609243727936,-4.23319291833564
"RCP 8.5","Full Adaptation","Full","LCA","Saint Lucia","Saint Lucia",64559.8914626992,28447.1160959507,4007.81930762443,1985.91513371049,4267359.19924649,1908920.60441133,4214.12717411584,2100.85014610518,1.02244719604616,1.83831885040417,0.622068965517241,0.995574712643678,-58.0423004330553,-45.0645326560003,-58.4501920784201,0.599712643678161,-50.1474431286959
"RCP 6.0","Full Adaptation","Full","LKA","Sri Lanka","Sri Lanka",1929917.01455749,2108537.50116119,169373.908593497,131742.305343136,139698965.370846,113502084.966304,134171.304620529,135571.437128816,1.07022522959917,1.22895166319831,0.67186306589456,0.990867541825189,-0.477400004165652,-20.0227190022022,-9.66547807556335,0.545535808675554,1.04354095106024
"RCP 8.5","Full Adaptation","Full","LKA","Sri Lanka","Sri Lanka",1883257.9221759,2040869.13967601,169311.815771311,100855.486627507,139687292.810917,98244583.1582551,132344.620947474,104611.794732338,1.06544508827893,1.72758162835096,0.663828045183107,0.997727216119013,1.38439566479532,-42.3338042601358,-17.568472909333,0.551621884800213,-20.9550082327432
"RCP 6.0","Full Adaptation","Full","LTU","Lithuania","Lithuania",47005.6291103483,52435.3127133729,6686.7321493953,7424.87958711299,5167397.36351985,7167031.245789,7628.90994829834,7620.62199097459,1.04384359585811,1.27235782267304,0.658904109589041,1,25.0346798511762,0.993187307521107,37.96214185654,0.513698630136986,-0.108638814455985
"RCP 8.5","Full Adaptation","Full","LTU","Lithuania","Lithuania",46733.9177126906,50728.5326622282,6680.98688331831,5056.94246317434,5165307.84874532,6725761.67319295,7627.70626238334,5240.65589389485,1.0392185659513,1.38097477449146,0.658904109589041,1,26.4368795337566,-33.7568424928901,35.6400287761448,0.52054794520548,-31.2944715800139
"RCP 6.0","Full Adaptation","Full","LVA","Latvia","Latvia",198970.136613969,231398.583186553,27340.533056616,31247.598185419,20308433.332382,29739988.0170134,30976.6180386468,32085.9426983354,1.04399652819693,1.27258281799415,0.659179706021811,1,30.4290266143399,2.75449205182589,44.6716875448135,0.519209577999052,3.58116776435912
"RCP 8.5","Full Adaptation","Full","LVA","Latvia","Latvia",201067.012285279,231779.640650285,27745.5236428932,26363.6906369364,20804166.9319922,28820850.667282,31413.6183563574,27322.5779093272,1.03842803259192,1.37759958075382,0.656756756756757,1,33.9682609968123,-17.6683902948623,43.778787250852,0.527027027027027,-13.0231430223073
"RCP 6.0","Full Adaptation","Full","MAR","Morocco","Morocco",1915516.24152196,3649988.62237863,182494.41650855,291228.300453901,109910502.678533,141006381.129022,308509.483334413,332438.807863542,1.05179563380413,1.3592430963757,0.670051685173322,0.986666666666667,110.987895839525,46.8329950242334,72.2157189095439,0.528476092604456,7.75643078147821
"RCP 8.5","Full Adaptation","Full","MAR","Morocco","Morocco",1921936.98871724,3678643.47085466,182658.42618377,267998.341812837,110011418.73997,126777319.72551,311718.9080902,322113.598288372,1.04819100401613,1.57864132214288,0.670111706372828,0.988712241653418,114.007089364559,31.1149236771661,45.7449498757705,0.537072494044386,3.33463576587555
"RCP 6.0","Full Adaptation","Full","MAR","Morocco","Western Sahara",1351696.87133511,2807635.12536175,152578.938532384,221875.803767893,90243926.8864644,105835833.49884,247404.722007074,265967.049118229,1.06397003399015,1.39545141605594,0.698464646464646,0.985,132.528546993014,41.1226191166553,79.3226298110813,0.504166666666667,7.50281844282045
"RCP 8.5","Full Adaptation","Full","MAR","Morocco","Western Sahara",1345109.13592381,3057789.91754891,152542.058439242,201789.018178184,90218008.6949091,97396200.0632553,248135.167781814,262669.356897152,1.05886775855212,1.60296093808932,0.697031362909367,0.987745098039216,156.610564060383,25.2154088496624,54.1360304421717,0.517039214802457,5.85736767797356
"RCP 6.0","Full Adaptation","Full","MCO","Monaco","Monaco",3581.72583239047,5857.83161864875,297.876121670335,466.977955058899,193343.156674812,255669.374619046,483.025009177875,482.151616837499,1.05960946233327,1.32535897749181,0.672781065088757,0.982248520710059,72.3427080519525,40.418664713427,47.9796648906976,0.490532544378698,-0.180817209001698
"RCP 8.5","Full Adaptation","Full","MCO","Monaco","Monaco",3553.95432223954,5282.05440626725,297.597697697323,421.853477546068,193172.750852402,206575.550930979,483.077642886427,436.512564734074,1.05649650173349,1.47537727144655,0.67396449704142,0.982685410050982,56.5642357898171,23.9602406990261,14.4689561397823,0.496294877506603,-9.63925340740722
"RCP 6.0","Full Adaptation","Full","MDG","Madagascar","Madagascar",2331780.20469368,3083517.60108336,163034.397056475,184753.714365679,161129126.397803,170012322.62604,184864.120066105,189897.53765376,1.05434065567852,1.23681622124601,0.640332699368077,0.986449798214504,25.6730984688153,32.4428513405185,56.9374063206112,0.564433471763279,2.72276609752907
"RCP 8.5","Full Adaptation","Full","MDG","Madagascar","Madagascar",2415065.4759387,3731280.44404667,165586.728832377,171017.951734483,164223994.914946,156610413.29207,191514.923935276,173534.557208221,1.04921562796963,1.64547855202077,0.628425040383789,0.993166967426668,47.9967761543045,11.7464458299292,32.0893659324964,0.573273966213192,-9.3884937829346
"RCP 6.0","Full Adaptation","Full","MDV","Maldives","Maldives",1969016.0697986,2240951.971522,154762.686067966,139510.664699861,135521300.392633,123855119.528509,142831.041206518,142982.488722676,1.0672250843628,1.22131298740455,0.665727699530516,0.990583754096908,5.17150534656827,-2.15318465461469,11.4021476526757,0.5549030029232,0.106032634698073
